R0000100,T0897400,T0897500,T2053900,T2054000,T3024800,T3024900,T3955100,T3955200,T4892800,T4892900
11266,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11267,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11268,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11269,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11270,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11271,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11272,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11273,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11274,5,10,5,10,5,10,5,10,5,10
11275,6,0,6,0,6,0,6,0,6,0
11276,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11277,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11278,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11279,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11280,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11281,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11282,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11283,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11284,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11285,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11286,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11287,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11288,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11289,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11290,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11291,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11292,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11293,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11294,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11295,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11296,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11297,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11298,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11299,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11300,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11301,5,10,5,10,5,10,5,10,5,10
11302,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11303,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11304,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11305,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11306,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11307,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11308,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11309,5,3,5,2,5,2,5,3,5,3
11310,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11311,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11312,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11313,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11314,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11315,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11316,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11317,5,11,5,11,5,11,5,11,5,11
11318,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11319,5,7,5,7,5,-4,5,6,5,6
11320,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11321,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11322,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11323,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11324,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11325,5,8,5,8,5,8,5,8,5,8
11326,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11327,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11328,-5,-5,6,1,6,1,6,1,6,1
11329,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11330,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11331,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11332,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11333,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11334,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11335,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11336,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11337,5,8,5,8,5,8,5,8,5,8
11338,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11339,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11340,5,11,5,11,5,11,5,11,5,11
11341,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11342,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11343,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11344,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11345,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11346,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11347,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11348,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11349,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11350,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11351,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11352,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11353,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11354,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11355,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11356,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11357,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11358,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11359,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11360,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11361,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11362,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11363,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11364,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11365,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11366,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11367,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11368,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11369,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11370,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11371,5,7,5,7,-5,-5,-5,-5,-5,-5
11372,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11373,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11374,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11375,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11376,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11377,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11378,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11379,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11380,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11381,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11382,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11383,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11384,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11385,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11386,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11387,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11388,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11389,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11390,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11391,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11392,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11393,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11394,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11395,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11396,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11397,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11398,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11399,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11400,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11401,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11402,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11403,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11404,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11405,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11406,6,4,6,4,6,4,6,4,6,4
11407,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11408,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11409,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11410,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11411,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11412,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11413,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11414,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11415,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11416,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11417,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11418,6,2,6,2,6,2,6,3,6,2
11419,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11420,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11421,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11422,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11423,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11424,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11425,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11426,5,10,5,10,-5,-5,-5,-5,-5,-5
11427,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11428,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11429,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11430,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11431,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11432,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11433,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11434,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11435,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11436,5,10,5,10,5,10,5,10,5,10
11437,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11438,6,3,6,3,6,4,-5,-5,-5,-5
11439,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11440,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11441,5,9,5,9,5,8,5,9,5,8
11442,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11443,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11444,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11445,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11446,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11447,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11448,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11449,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11450,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11451,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11452,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11453,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11454,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11455,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11456,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11457,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11458,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11459,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11460,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11461,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11462,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11463,5,8,5,8,5,8,-5,-5,-5,-5
11464,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11465,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11466,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11467,5,11,5,11,5,11,5,11,5,11
11468,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11469,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11470,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11471,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11472,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11473,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11474,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11475,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11476,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11477,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11478,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11479,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11480,6,1,6,1,6,0,6,1,6,1
11481,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11482,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11483,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11484,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11485,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11486,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11487,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11488,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11489,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11490,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11491,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11492,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11493,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11494,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11495,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11496,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11497,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11498,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11499,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11500,5,9,5,9,5,9,5,9,5,9
11501,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11502,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11503,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11504,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11505,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11506,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11507,6,0,6,0,6,0,6,0,6,0
11508,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11509,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11510,6,0,6,0,6,0,6,0,6,0
11511,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11512,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11513,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11514,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11515,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11516,5,11,5,11,5,12,6,0,5,11
11517,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11518,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11519,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11520,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11521,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11522,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11523,6,4,6,4,6,4,6,4,6,4
11524,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11525,6,2,6,2,6,2,6,2,6,2
11526,5,11,5,11,5,10,5,10,5,10
11527,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11528,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11529,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11530,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11531,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11532,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11533,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11534,6,0,6,0,6,0,6,0,6,0
11535,5,10,5,10,5,10,5,10,6,10
11536,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11537,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11538,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11539,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11540,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11541,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11542,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11543,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11544,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11545,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11546,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11547,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11548,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11549,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11550,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11551,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11552,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11553,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11554,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11555,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11556,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11557,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11558,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11559,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11560,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11561,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11562,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11563,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11564,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11565,5,11,5,11,5,11,5,11,6,0
11566,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11567,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11568,6,0,6,0,6,0,6,0,6,0
11569,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11570,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11571,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11572,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11573,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11574,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11575,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11576,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11577,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11578,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11579,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11580,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11581,5,10,5,10,5,10,5,10,5,10
11582,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11583,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11584,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11585,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11586,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11587,6,0,6,0,5,11,5,11,5,11
11588,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11589,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11590,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11591,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11592,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11593,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11594,5,8,5,8,5,8,5,8,5,8
11595,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11596,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11597,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11598,5,2,5,2,5,3,5,2,5,2
11599,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11600,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11601,5,4,5,4,5,4,5,4,5,4
11602,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11603,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11604,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11605,5,10,-5,-5,-5,-5,-5,-5,5,10
11606,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11607,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11608,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11609,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11610,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11611,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11612,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11613,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11614,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11615,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11616,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11617,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11618,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11619,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11620,6,0,6,0,6,0,6,0,5,11
11621,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11622,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11623,6,1,-5,-5,-5,-5,-5,-5,-5,-5
11624,5,11,-5,-5,5,11,5,10,5,11
11625,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11626,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11627,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11628,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11629,5,5,5,5,5,6,5,6,5,6
11630,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11631,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11632,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11633,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11634,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11635,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11636,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11637,5,5,5,5,-5,-5,5,5,5,5
11638,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11639,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11640,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11641,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11642,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11643,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11644,5,9,5,9,-5,-5,-5,-5,-5,-5
11645,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11646,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11647,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11648,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11649,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11650,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11651,6,0,6,0,6,0,6,0,6,0
11652,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11653,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11654,6,4,6,4,6,4,6,4,6,4
11655,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11656,5,10,5,10,5,11,5,11,5,11
11657,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11658,6,2,6,2,6,2,6,2,6,2
11659,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11660,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11661,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11662,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11663,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11664,5,10,5,10,5,10,5,10,5,10
11665,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11666,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11667,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11668,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11669,-5,-5,-5,-5,-4,10,5,10,5,10
11670,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11671,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11672,6,0,6,0,6,0,6,0,6,0
11673,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11674,5,10,5,10,5,10,5,10,5,10
11675,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11676,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11677,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11678,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11679,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11680,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11681,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11682,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11683,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11684,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11685,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11686,6,4,6,4,6,4,6,4,6,4
11687,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11688,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11689,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11690,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11691,5,9,5,9,5,11,5,9,5,10
11692,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11693,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11694,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11695,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11696,-5,-5,5,6,5,7,5,6,5,6
11697,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11698,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11699,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11700,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11701,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
11702,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
